image_name,width,height,label,xmin,ymin,xmax,ymax,bbox_width,bbox_height,bbox_area,aspect_ratio,image_area,relative_size,center_x,center_y,pothole_count,pothole_size_category,severity_score,image_size,norm_center_x,norm_center_y,split,yolo_x,yolo_y,yolo_w,yolo_h,class_id
potholes105.png,400,300,pothole,195,156,313,227,118.0,71.0,8378.0,1.66,120000.0,6.9817,254.0,191.0,8.0,Large,10.98,400x300,0.635,0.6366666666666667,train,0.635,0.6383333333333334,0.295,0.2366666666666667,0
potholes105.png,400,300,pothole,203,111,311,150,108.0,39.0,4212.0,2.77,120000.0,3.51,257.0,130.0,8.0,Medium,7.51,400x300,0.6425,0.43333333333333335,train,0.6425,0.43500000000000005,0.27,0.13,0
potholes105.png,400,300,pothole,244,84,302,105,58.0,21.0,1218.0,2.76,120000.0,1.015,273.0,94.0,8.0,Small,5.01,400x300,0.6825,0.31333333333333335,train,0.6825,0.315,0.145,0.07,0
potholes105.png,400,300,pothole,159,80,210,96,51.0,16.0,816.0,3.19,120000.0,0.68,184.0,88.0,8.0,Small,4.68,400x300,0.46,0.29333333333333333,train,0.46125,0.29333333333333333,0.1275,0.05333333333333334,0
potholes105.png,400,300,pothole,368,163,400,195,32.0,32.0,1024.0,1.0,120000.0,0.8533,384.0,179.0,8.0,Small,4.85,400x300,0.96,0.5966666666666667,train,0.96,0.5966666666666667,0.08,0.10666666666666667,0
potholes106.png,300,400,pothole,65,122,229,299,164.0,177.0,29028.0,0.93,120000.0,24.19,147.0,210.0,1.0,Large,24.69,300x400,0.49,0.525,train,0.49000000000000005,0.52625,0.5466666666666667,0.4425,0
potholes107.png,534,300,pothole,235,53,284,62,49.0,9.0,441.0,5.44,160200.0,0.2753,259.0,57.0,2.0,Small,1.28,534x300,0.4850187265917603,0.19,test,0.4859550561797753,0.19166666666666668,0.09176029962546817,0.030000000000000002,0
potholes107.png,534,300,pothole,135,133,392,259,257.0,126.0,32382.0,2.04,160200.0,20.2135,263.0,196.0,2.0,Large,21.21,534x300,0.49250936329588013,0.6533333333333333,test,0.4934456928838951,0.6533333333333333,0.4812734082397004,0.42000000000000004,0
potholes108.png,442,300,pothole,201,216,299,271,98.0,55.0,5390.0,1.78,132600.0,4.0649,250.0,243.0,13.0,Medium,10.56,442x300,0.5656108597285068,0.81,validation,0.5656108597285069,0.8116666666666668,0.22171945701357468,0.18333333333333335,0
potholes108.png,442,300,pothole,209,137,289,165,80.0,28.0,2240.0,2.86,132600.0,1.6893,249.0,151.0,13.0,Medium,8.19,442x300,0.5633484162895928,0.5033333333333333,validation,0.5633484162895928,0.5033333333333334,0.1809954751131222,0.09333333333333334,0
potholes108.png,442,300,pothole,252,112,316,131,64.0,19.0,1216.0,3.37,132600.0,0.917,284.0,121.0,13.0,Small,7.42,442x300,0.6425339366515838,0.4033333333333333,validation,0.6425339366515838,0.405,0.14479638009049775,0.06333333333333334,0
potholes108.png,442,300,pothole,266,94,311,106,45.0,12.0,540.0,3.75,132600.0,0.4072,288.0,100.0,13.0,Small,6.91,442x300,0.6515837104072398,0.3333333333333333,validation,0.6527149321266968,0.33333333333333337,0.10180995475113123,0.04,0
potholes108.png,442,300,pothole,212,104,268,121,56.0,17.0,952.0,3.29,132600.0,0.7179,240.0,112.0,13.0,Small,7.22,442x300,0.5429864253393665,0.37333333333333335,validation,0.5429864253393666,0.375,0.12669683257918554,0.05666666666666667,0
potholes108.png,442,300,pothole,154,122,198,135,44.0,13.0,572.0,3.38,132600.0,0.4314,176.0,128.0,13.0,Small,6.93,442x300,0.39819004524886875,0.4266666666666667,validation,0.3981900452488688,0.42833333333333334,0.0995475113122172,0.043333333333333335,0
potholes108.png,442,300,pothole,157,111,193,122,36.0,11.0,396.0,3.27,132600.0,0.2986,175.0,116.0,13.0,Small,6.8,442x300,0.39592760180995473,0.38666666666666666,validation,0.3959276018099548,0.38833333333333336,0.08144796380090498,0.03666666666666667,0
potholes108.png,442,300,pothole,196,97,219,104,23.0,7.0,161.0,3.29,132600.0,0.1214,207.0,100.0,13.0,Small,6.62,442x300,0.4683257918552036,0.3333333333333333,validation,0.4694570135746607,0.335,0.05203619909502263,0.023333333333333334,0
potholes108.png,442,300,pothole,244,87,277,95,33.0,8.0,264.0,4.12,132600.0,0.1991,260.0,91.0,13.0,Small,6.7,442x300,0.5882352941176471,0.30333333333333334,validation,0.5893665158371041,0.30333333333333334,0.07466063348416291,0.02666666666666667,0
potholes108.png,442,300,pothole,228,80,263,88,35.0,8.0,280.0,4.38,132600.0,0.2112,245.0,84.0,13.0,Small,6.71,442x300,0.5542986425339367,0.28,validation,0.5554298642533937,0.28,0.07918552036199096,0.02666666666666667,0
potholes108.png,442,300,pothole,26,214,70,241,44.0,27.0,1188.0,1.63,132600.0,0.8959,48.0,227.0,13.0,Small,7.4,442x300,0.1085972850678733,0.7566666666666667,validation,0.1085972850678733,0.7583333333333334,0.0995475113122172,0.09000000000000001,0
potholes108.png,442,300,pothole,257,69,281,76,24.0,7.0,168.0,3.43,132600.0,0.1267,269.0,72.0,13.0,Small,6.63,442x300,0.6085972850678733,0.24,validation,0.6085972850678734,0.24166666666666667,0.05429864253393665,0.023333333333333334,0
potholes108.png,442,300,pothole,139,100,174,110,35.0,10.0,350.0,3.5,132600.0,0.264,156.0,105.0,13.0,Small,6.76,442x300,0.35294117647058826,0.35,validation,0.35407239819004527,0.35000000000000003,0.07918552036199096,0.03333333333333333,0
potholes109.png,400,176,pothole,52,43,324,139,272.0,96.0,26112.0,2.83,70400.0,37.0909,188.0,91.0,3.0,Large,38.59,400x176,0.47,0.5170454545454546,train,0.47000000000000003,0.5170454545454546,0.68,0.5454545454545454,0
potholes109.png,400,176,pothole,194,33,239,52,45.0,19.0,855.0,2.37,70400.0,1.2145,216.0,42.0,3.0,Small,2.71,400x176,0.54,0.23863636363636365,train,0.54125,0.24147727272727273,0.1125,0.10795454545454546,0
potholes109.png,400,176,pothole,226,11,302,26,76.0,15.0,1140.0,5.07,70400.0,1.6193,264.0,18.0,3.0,Small,3.12,400x176,0.66,0.10227272727272728,train,0.66,0.10511363636363637,0.19,0.08522727272727273,0
potholes11.png,400,400,pothole,139,153,260,237,121.0,84.0,10164.0,1.44,160000.0,6.3525,199.0,195.0,2.0,Large,7.35,400x400,0.4975,0.4875,train,0.49875,0.4875,0.3025,0.21,0
potholes11.png,400,400,pothole,36,170,67,199,31.0,29.0,899.0,1.07,160000.0,0.5619,51.0,184.0,2.0,Small,1.56,400x400,0.1275,0.46,train,0.12875,0.46125,0.0775,0.0725,0
potholes110.png,400,300,pothole,148,137,225,213,77.0,76.0,5852.0,1.01,120000.0,4.8767,186.0,175.0,2.0,Medium,5.88,400x300,0.465,0.5833333333333334,train,0.46625,0.5833333333333334,0.1925,0.25333333333333335,0
potholes110.png,400,300,pothole,178,92,201,104,23.0,12.0,276.0,1.92,120000.0,0.23,189.0,98.0,2.0,Small,1.23,400x300,0.4725,0.32666666666666666,train,0.47375,0.32666666666666666,0.0575,0.04,0
potholes111.png,400,400,pothole,157,161,234,213,77.0,52.0,4004.0,1.48,160000.0,2.5025,195.0,187.0,1.0,Medium,3.0,400x400,0.4875,0.4675,train,0.48875,0.4675,0.1925,0.13,0
potholes112.png,485,300,pothole,52,100,417,266,365.0,166.0,60590.0,2.2,145500.0,41.6426,234.0,183.0,1.0,Large,42.14,485x300,0.4824742268041237,0.61,train,0.48350515463917526,0.61,0.7525773195876289,0.5533333333333333,0
potholes113.png,506,300,pothole,106,99,397,214,291.0,115.0,33465.0,2.53,151800.0,22.0455,251.0,156.0,3.0,Large,23.55,506x300,0.49604743083003955,0.52,train,0.4970355731225296,0.5216666666666667,0.575098814229249,0.38333333333333336,0
potholes113.png,506,300,pothole,228,215,290,266,62.0,51.0,3162.0,1.22,151800.0,2.083,259.0,240.0,3.0,Medium,3.58,506x300,0.5118577075098815,0.8,train,0.5118577075098814,0.8016666666666667,0.12252964426877469,0.17,0
potholes113.png,506,300,pothole,19,48,117,76,98.0,28.0,2744.0,3.5,151800.0,1.8076,68.0,62.0,3.0,Medium,3.31,506x300,0.13438735177865613,0.20666666666666667,train,0.13438735177865613,0.2066666666666667,0.19367588932806323,0.09333333333333334,0
potholes114.png,400,400,pothole,99,128,225,244,126.0,116.0,14616.0,1.09,160000.0,9.135,162.0,186.0,3.0,Large,10.64,400x400,0.405,0.465,validation,0.405,0.465,0.315,0.29,0
potholes114.png,400,400,pothole,218,154,298,261,80.0,107.0,8560.0,0.75,160000.0,5.35,258.0,207.0,3.0,Large,6.85,400x400,0.645,0.5175,validation,0.645,0.51875,0.2,0.2675,0
potholes114.png,400,400,pothole,232,10,277,53,45.0,43.0,1935.0,1.05,160000.0,1.2094,254.0,31.0,3.0,Medium,2.71,400x400,0.635,0.0775,validation,0.63625,0.07875,0.1125,0.1075,0
potholes115.png,400,400,pothole,109,130,282,195,173.0,65.0,11245.0,2.66,160000.0,7.0281,195.0,162.0,1.0,Large,7.53,400x400,0.4875,0.405,train,0.48875,0.40625,0.4325,0.1625,0
potholes116.png,400,400,pothole,158,152,270,247,112.0,95.0,10640.0,1.18,160000.0,6.65,214.0,199.0,2.0,Large,7.65,400x400,0.535,0.4975,train,0.535,0.49875,0.28,0.23750000000000002,0
potholes116.png,400,400,pothole,82,95,113,140,31.0,45.0,1395.0,0.69,160000.0,0.8719,97.0,117.0,2.0,Small,1.87,400x400,0.2425,0.2925,train,0.24375,0.29375,0.0775,0.1125,0
potholes117.png,400,400,pothole,158,138,244,190,86.0,52.0,4472.0,1.65,160000.0,2.795,201.0,164.0,2.0,Medium,3.8,400x400,0.5025,0.41,train,0.5025000000000001,0.41000000000000003,0.215,0.13,0
potholes117.png,400,400,pothole,263,112,318,138,55.0,26.0,1430.0,2.12,160000.0,0.8938,290.0,125.0,2.0,Medium,1.89,400x400,0.725,0.3125,train,0.7262500000000001,0.3125,0.1375,0.065,0
potholes118.png,400,400,pothole,154,152,219,192,65.0,40.0,2600.0,1.62,160000.0,1.625,186.0,172.0,1.0,Medium,2.12,400x400,0.465,0.43,train,0.46625,0.43,0.1625,0.1,0
potholes119.png,400,400,pothole,131,148,245,295,114.0,147.0,16758.0,0.78,160000.0,10.4737,188.0,221.0,1.0,Large,10.97,400x400,0.47,0.5525,validation,0.47000000000000003,0.55375,0.28500000000000003,0.3675,0
potholes12.png,450,300,pothole,166,159,328,225,162.0,66.0,10692.0,2.45,135000.0,7.92,247.0,192.0,5.0,Large,10.42,450x300,0.5488888888888889,0.64,test,0.5488888888888889,0.64,0.36,0.22,0
potholes12.png,450,300,pothole,235,123,348,163,113.0,40.0,4520.0,2.82,135000.0,3.3481,291.0,143.0,5.0,Medium,5.85,450x300,0.6466666666666666,0.4766666666666667,test,0.6477777777777778,0.4766666666666667,0.2511111111111111,0.13333333333333333,0
potholes12.png,450,300,pothole,335,86,386,110,51.0,24.0,1224.0,2.12,135000.0,0.9067,360.0,98.0,5.0,Small,3.41,450x300,0.8,0.32666666666666666,test,0.8011111111111111,0.32666666666666666,0.11333333333333333,0.08,0
potholes12.png,450,300,pothole,344,61,388,75,44.0,14.0,616.0,3.14,135000.0,0.4563,366.0,68.0,5.0,Small,2.96,450x300,0.8133333333333334,0.22666666666666666,test,0.8133333333333334,0.22666666666666668,0.09777777777777778,0.04666666666666667,0
potholes12.png,450,300,pothole,352,51,388,61,36.0,10.0,360.0,3.6,135000.0,0.2667,370.0,56.0,5.0,Small,2.77,450x300,0.8222222222222222,0.18666666666666668,test,0.8222222222222222,0.18666666666666668,0.08,0.03333333333333333,0
potholes120.png,400,400,pothole,2,21,78,64,76.0,43.0,3268.0,1.77,160000.0,2.0425,40.0,42.0,3.0,Medium,3.54,400x400,0.1,0.105,train,0.1,0.10625,0.19,0.1075,0
potholes120.png,400,400,pothole,0,79,79,146,79.0,67.0,5293.0,1.18,160000.0,3.3081,39.0,112.0,3.0,Medium,4.81,400x400,0.0975,0.28,train,0.09875,0.28125,0.1975,0.1675,0
potholes120.png,400,400,pothole,88,158,269,258,181.0,100.0,18100.0,1.81,160000.0,11.3125,178.0,208.0,3.0,Large,12.81,400x400,0.445,0.52,train,0.44625000000000004,0.52,0.4525,0.25,0
potholes121.png,533,300,pothole,172,152,209,165,37.0,13.0,481.0,2.85,159900.0,0.3008,190.0,158.0,15.0,Small,7.8,533x300,0.35647279549718575,0.5266666666666666,train,0.3574108818011257,0.5283333333333333,0.06941838649155722,0.043333333333333335,0
potholes121.png,533,300,pothole,25,220,107,273,82.0,53.0,4346.0,1.55,159900.0,2.7179,66.0,246.0,15.0,Medium,10.22,533x300,0.12382739212007504,0.82,train,0.12382739212007504,0.8216666666666668,0.15384615384615385,0.17666666666666667,0
potholes121.png,533,300,pothole,87,252,131,283,44.0,31.0,1364.0,1.42,159900.0,0.853,109.0,267.0,15.0,Small,8.35,533x300,0.2045028142589118,0.89,train,0.2045028142589118,0.8916666666666667,0.0825515947467167,0.10333333333333335,0
potholes121.png,533,300,pothole,152,206,201,233,49.0,27.0,1323.0,1.81,159900.0,0.8274,176.0,219.0,15.0,Small,8.33,533x300,0.3302063789868668,0.73,train,0.33114446529080677,0.7316666666666667,0.09193245778611632,0.09000000000000001,0
potholes121.png,533,300,pothole,204,212,254,237,50.0,25.0,1250.0,2.0,159900.0,0.7817,229.0,224.0,15.0,Small,8.28,533x300,0.42964352720450283,0.7466666666666667,train,0.42964352720450283,0.7483333333333334,0.09380863039399624,0.08333333333333334,0
potholes121.png,533,300,pothole,282,221,323,240,41.0,19.0,779.0,2.16,159900.0,0.4872,302.0,230.0,15.0,Small,7.99,533x300,0.5666041275797373,0.7666666666666667,train,0.5675422138836773,0.7683333333333334,0.07692307692307693,0.06333333333333334,0
potholes121.png,533,300,pothole,236,249,284,279,48.0,30.0,1440.0,1.6,159900.0,0.9006,260.0,264.0,15.0,Medium,8.4,533x300,0.4878048780487805,0.88,train,0.4878048780487805,0.88,0.0900562851782364,0.1,0
potholes121.png,533,300,pothole,159,253,211,286,52.0,33.0,1716.0,1.58,159900.0,1.0732,185.0,269.0,15.0,Medium,8.57,533x300,0.34709193245778613,0.8966666666666666,train,0.34709193245778613,0.8983333333333334,0.0975609756097561,0.11,0
potholes121.png,533,300,pothole,181,285,249,300,68.0,15.0,1020.0,4.53,159900.0,0.6379,215.0,292.0,15.0,Small,8.14,533x300,0.40337711069418386,0.9733333333333334,train,0.40337711069418386,0.9750000000000001,0.1275797373358349,0.05,0
potholes121.png,533,300,pothole,305,273,373,298,68.0,25.0,1700.0,2.72,159900.0,1.0632,339.0,285.0,15.0,Medium,8.56,533x300,0.6360225140712945,0.95,train,0.6360225140712945,0.9516666666666668,0.1275797373358349,0.08333333333333334,0
potholes121.png,533,300,pothole,234,166,257,178,23.0,12.0,276.0,1.92,159900.0,0.1726,245.0,172.0,15.0,Small,7.67,533x300,0.4596622889305816,0.5733333333333334,train,0.4606003752345216,0.5733333333333334,0.043151969981238276,0.04,0
potholes121.png,533,300,pothole,216,161,235,167,19.0,6.0,114.0,3.17,159900.0,0.0713,225.0,164.0,15.0,Small,7.57,533x300,0.42213883677298314,0.5466666666666666,train,0.4230769230769231,0.5466666666666667,0.03564727954971857,0.02,0
potholes121.png,533,300,pothole,241,137,323,177,82.0,40.0,3280.0,2.05,159900.0,2.0513,282.0,157.0,15.0,Medium,9.55,533x300,0.5290806754221389,0.5233333333333333,train,0.5290806754221389,0.5233333333333333,0.15384615384615385,0.13333333333333333,0
potholes121.png,533,300,pothole,326,178,499,248,173.0,70.0,12110.0,2.47,159900.0,7.5735,412.0,213.0,15.0,Large,15.07,533x300,0.7729831144465291,0.71,train,0.773921200750469,0.7100000000000001,0.324577861163227,0.23333333333333334,0
potholes121.png,533,300,pothole,464,246,533,300,69.0,54.0,3726.0,1.28,159900.0,2.3302,498.0,273.0,15.0,Medium,9.83,533x300,0.9343339587242027,0.91,train,0.9352720450281425,0.91,0.1294559099437148,0.18000000000000002,0
potholes122.png,400,400,pothole,197,212,250,269,53.0,57.0,3021.0,0.93,160000.0,1.8881,223.0,240.0,2.0,Medium,2.89,400x400,0.5575,0.6,train,0.55875,0.6012500000000001,0.1325,0.14250000000000002,0
potholes122.png,400,400,pothole,158,295,205,337,47.0,42.0,1974.0,1.12,160000.0,1.2337,181.0,316.0,2.0,Medium,2.23,400x400,0.4525,0.79,train,0.45375,0.79,0.11750000000000001,0.105,0
potholes123.png,400,400,pothole,103,165,237,224,134.0,59.0,7906.0,2.27,160000.0,4.9412,170.0,194.0,3.0,Large,6.44,400x400,0.425,0.485,train,0.425,0.48625,0.335,0.1475,0
potholes123.png,400,400,pothole,344,168,380,204,36.0,36.0,1296.0,1.0,160000.0,0.81,362.0,186.0,3.0,Small,2.31,400x400,0.905,0.465,train,0.905,0.465,0.09,0.09,0
potholes123.png,400,400,pothole,221,129,333,181,112.0,52.0,5824.0,2.15,160000.0,3.64,277.0,155.0,3.0,Medium,5.14,400x400,0.6925,0.3875,train,0.6925,0.3875,0.28,0.13,0
potholes124.png,406,300,pothole,1,84,388,256,387.0,172.0,66564.0,2.25,121800.0,54.6502,194.0,170.0,1.0,Large,55.15,406x300,0.47783251231527096,0.5666666666666667,test,0.479064039408867,0.5666666666666667,0.9532019704433498,0.5733333333333334,0
potholes125.png,533,300,pothole,268,42,469,197,201.0,155.0,31155.0,1.3,159900.0,19.4841,368.0,119.0,2.0,Large,20.48,533x300,0.6904315196998124,0.39666666666666667,validation,0.6913696060037523,0.3983333333333334,0.3771106941838649,0.5166666666666667,0
potholes125.png,533,300,pothole,1,258,47,300,46.0,42.0,1932.0,1.1,159900.0,1.2083,24.0,279.0,2.0,Medium,2.21,533x300,0.0450281425891182,0.93,validation,0.0450281425891182,0.93,0.08630393996247655,0.14,0
potholes126.png,533,300,pothole,22,130,73,151,51.0,21.0,1071.0,2.43,159900.0,0.6698,47.0,140.0,5.0,Small,3.17,533x300,0.08818011257035648,0.4666666666666667,test,0.08911819887429644,0.4683333333333334,0.09568480300187618,0.07,0
potholes126.png,533,300,pothole,220,162,300,195,80.0,33.0,2640.0,2.42,159900.0,1.651,260.0,178.0,5.0,Medium,4.15,533x300,0.4878048780487805,0.5933333333333334,test,0.4878048780487805,0.5950000000000001,0.150093808630394,0.11,0
potholes126.png,533,300,pothole,275,64,313,77,38.0,13.0,494.0,2.92,159900.0,0.3089,294.0,70.0,5.0,Small,2.81,533x300,0.551594746716698,0.23333333333333334,test,0.551594746716698,0.23500000000000001,0.07129455909943715,0.043333333333333335,0
potholes126.png,533,300,pothole,214,51,286,68,72.0,17.0,1224.0,4.24,159900.0,0.7655,250.0,59.0,5.0,Small,3.27,533x300,0.46904315196998125,0.19666666666666666,test,0.46904315196998125,0.19833333333333333,0.1350844277673546,0.05666666666666667,0
potholes126.png,533,300,pothole,471,191,529,300,58.0,109.0,6322.0,0.53,159900.0,3.9537,500.0,245.0,5.0,Medium,6.45,533x300,0.9380863039399625,0.8166666666666667,test,0.9380863039399625,0.8183333333333334,0.10881801125703565,0.36333333333333334,0
potholes127.png,400,400,pothole,155,149,222,188,67.0,39.0,2613.0,1.72,160000.0,1.6331,188.0,168.0,3.0,Medium,3.13,400x400,0.47,0.42,train,0.47125,0.42125,0.1675,0.0975,0
potholes127.png,400,400,pothole,178,176,273,237,95.0,61.0,5795.0,1.56,160000.0,3.6219,225.0,206.0,3.0,Medium,5.12,400x400,0.5625,0.515,train,0.56375,0.51625,0.23750000000000002,0.1525,0
potholes127.png,400,400,pothole,0,306,69,374,69.0,68.0,4692.0,1.01,160000.0,2.9325,34.0,340.0,3.0,Medium,4.43,400x400,0.085,0.85,train,0.08625000000000001,0.85,0.17250000000000001,0.17,0
potholes128.png,400,400,pothole,119,113,207,208,88.0,95.0,8360.0,0.93,160000.0,5.225,163.0,160.0,1.0,Large,5.72,400x400,0.4075,0.4,train,0.40750000000000003,0.40125,0.22,0.23750000000000002,0
potholes129.png,544,300,pothole,75,122,452,204,377.0,82.0,30914.0,4.6,163200.0,18.9424,263.0,163.0,1.0,Large,19.44,544x300,0.4834558823529412,0.5433333333333333,train,0.484375,0.5433333333333333,0.6930147058823529,0.2733333333333334,0
potholes13.png,474,300,pothole,168,93,339,295,171.0,202.0,34542.0,0.85,142200.0,24.2911,253.0,194.0,2.0,Large,25.29,474x300,0.5337552742616034,0.6466666666666666,train,0.5348101265822784,0.6466666666666667,0.36075949367088606,0.6733333333333333,0
potholes13.png,474,300,pothole,221,38,271,60,50.0,22.0,1100.0,2.27,142200.0,0.7736,246.0,49.0,2.0,Small,1.77,474x300,0.5189873417721519,0.16333333333333333,train,0.5189873417721519,0.16333333333333333,0.10548523206751054,0.07333333333333333,0
